CDRenewal,CDNumber,MaturingTerm,MaturingTermGrouping,MaturingBalance,TimeRenewed,CDAge,BA_STATE,CustomerTenure,LifeStageGroupCat,LifeStageGroupSubcat,PsycleCodeDescrip,TRAN_COUNT,TRAN_BALANCE,AdditCDCount,LOAN_COUNT,LOAN_BALANCE,POB_INT,MB_INT,IVR_INT,FF,CDAdvertisingSpend,BankAdvertisingSpend,RateSpread
1,MOCKACCT000000010843,12,7-15 months,206303.73,1,0,FL,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010844,12,7-15 months,254571.73,0,0,FL,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010845,12,7-15 months,203657.38,1,0,FL,1,Family Life,F1 Flourishing Families,Leveraged Life,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010846,12,7-15 months,254571.73,0,0,FL,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010847,12,7-15 months,10000,1,0,FL,2,Mature Years,M4 Midscale Matures,Generation Save,1,42.64,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010848,12,7-15 months,132036.07,1,0,FL,4,Mature Years,M4 Midscale Matures,Rocker & Recliner Retirees,0,0,0,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010849,24,16-24 months,205789.4,1,0,FL,25,Mature Years,M1 Financial Elite,Golden Agers,1,457746.75,2,0,0,1,1,1,2.41,0,152.37,2.5292
1,MOCKACCT000000010850,12,7-15 months,10312.31,1,0,TX,3,Mature Years,M3 Upscale Empty Nests,Leisure Land,1,4004.52,2,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010851,12,7-15 months,244388.86,1,0,TX,1,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010852,12,7-15 months,35270.28,2,0,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010853,12,7-15 months,244388.86,1,0,TX,1,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010854,12,7-15 months,412978.87,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Leasing Luxury,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010855,12,7-15 months,10312.31,1,0,TX,3,Mature Years,M3 Upscale Empty Nests,Leisure Land,1,4004.52,2,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010856,12,7-15 months,27127.16,1,0,FL,2,Family Life,F1 Flourishing Families,School Daze,0,0,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010857,12,7-15 months,250000,0,0,FL,12,Mature Years,M5 Retirement Blues,Unwired Retired,1,5059.69,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010858,12,7-15 months,41275.9,1,0,FL,10,Mature Years,M1 Financial Elite,The Wealth Market,1,23.99,0,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010859,12,7-15 months,244388.86,1,0,TX,1,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010860,12,7-15 months,244388.86,1,0,TX,1,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010861,12,7-15 months,412978.87,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Leasing Luxury,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010862,12,7-15 months,35270.28,2,0,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010863,12,7-15 months,25457.17,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Capital Accumulators,1,49427.33,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010864,12,7-15 months,25457.17,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Capital Accumulators,1,49427.33,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010865,12,7-15 months,35395.9,1,0,FL,1,Mature Years,M4 Midscale Matures,Generation Save,0,0,1,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010866,12,7-15 months,106886.26,2,0,FL,5,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010867,12,7-15 months,106886.26,2,0,FL,5,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010868,12,7-15 months,58374.59,2,0,FL,3,Younger Years,Y3 Fiscal Fledglings,Frugal Fledglings,1,18721.12,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010869,14,7-15 months,20409.52,2,0,FL,3,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,12,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010870,12,7-15 months,60367.14,3,0,FL,4,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010871,12,7-15 months,101810.58,4,0,FL,13,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,1,0,1,2.41,0,152.37,2.5736
1,MOCKACCT000000010872,14,7-15 months,20409.52,2,0,FL,3,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,12,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010873,12,7-15 months,100000,2,0,FL,2,Mature Years,M5 Retirement Blues,Penny Pinchers,1,51170.4,2,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010874,14,7-15 months,30745.12,3,0,TX,2,Younger Years,Y1 Upwardly Mobile,Loan Rangers,0,0,5,0,0,0,0,1,2.41,0,238.15,2.57806
1,MOCKACCT000000010875,14,7-15 months,10194.02,1,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010876,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010877,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010878,14,7-15 months,10194.02,1,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010879,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010880,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010881,12,7-15 months,249480.29,1,0,TX,2,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010882,24,16-24 months,56485.02,1,0,TX,2,Mature Years,M1 Financial Elite,Golden Agers,1,28762.48,1,0,0,1,0,0,2.41,0,238.15,2.52926
1,MOCKACCT000000010883,14,7-15 months,63202.22,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010884,14,7-15 months,63202.22,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010885,12,7-15 months,249480.29,1,0,TX,2,Mature Years,M4 Midscale Matures,Pensions & Ports,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010886,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010887,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010888,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010889,24,16-24 months,56485.02,1,0,TX,2,Mature Years,M1 Financial Elite,Golden Agers,1,28762.48,1,0,0,1,0,0,2.41,0,238.15,2.52926
1,MOCKACCT000000010890,14,7-15 months,30745.12,3,0,TX,2,Younger Years,Y1 Upwardly Mobile,Loan Rangers,0,0,5,0,0,0,0,1,2.41,0,238.15,2.57806
1,MOCKACCT000000010891,14,7-15 months,25484.77,1,0,TX,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,5,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010892,12,7-15 months,293198.06,0,0,TX,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010893,12,7-15 months,293198.06,0,0,TX,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010894,12,7-15 months,10488.36,1,0,FL,3,Younger Years,Y1 Upwardly Mobile,Fiscal Rookies,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010895,14,7-15 months,15514.45,2,0,FL,12,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,9,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010896,12,7-15 months,94848.25,2,0,FL,3,Younger Years,Y1 Upwardly Mobile,Fiscal Rookies,0,0,1,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010897,12,7-15 months,31122.44,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010898,12,7-15 months,77802.9,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010899,12,7-15 months,31122.44,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010900,12,7-15 months,254571.73,1,0,FL,1,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010901,12,7-15 months,78974.9,3,0,FL,12,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,1,46002.04,4,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010902,12,7-15 months,122319.94,2,0,FL,2,Mature Years,M1 Financial Elite,Power Couples,1,46530.8,1,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010903,12,7-15 months,96851.24,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,2,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010904,12,7-15 months,77802.9,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010905,12,7-15 months,96851.24,2,0,TX,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,2,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010906,12,7-15 months,25457.17,1,0,FL,3,Family Life,F2 Upscale Earners,Value Seekers,0,0,1,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010907,12,7-15 months,122359.75,1,0,FL,30,Mature Years,M2 Wealthy Achievers,Leasing Luxury,1,581.1,1,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010908,12,7-15 months,61097.21,1,0,FL,1,Mature Years,M1 Financial Elite,Power Couples,0,0,0,0,0,0,0,1,2.41,0,152.37,2.5736
1,MOCKACCT000000010909,12,7-15 months,40000,1,0,FL,1,Mature Years,M1 Financial Elite,Golden Agers,1,25386.59,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010910,12,7-15 months,50914.35,1,0,FL,2,Mature Years,M2 Wealthy Achievers,IRA Enthusiast,0,0,1,0,0,1,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010911,12,7-15 months,170085.99,2,0,FL,6,Mature Years,M2 Wealthy Achievers,Capital Accumulators,1,31780.93,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010912,12,7-15 months,200000,1,0,TX,1,Mature Years,M3 Upscale Empty Nests,Leisure Land,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010913,15,7-15 months,11956.82,10,0,FL,19,Mature Years,M4 Midscale Matures,Rocker & Recliner Retirees,1,6792.6,2,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010914,12,7-15 months,248588.39,1,0,FL,4,Family Life,F3 Mass Middle Class,Starter Homes,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
1,MOCKACCT000000010915,12,7-15 months,101828.69,1,0,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,0,0,2,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010916,12,7-15 months,101828.69,1,0,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,0,0,2,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010917,12,7-15 months,240509.56,2,0,TX,2,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010918,12,7-15 months,200000,1,0,TX,1,Mature Years,M3 Upscale Empty Nests,Leisure Land,0,0,1,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010919,12,7-15 months,240509.56,2,0,TX,2,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,238.15,2.57806
1,MOCKACCT000000010920,36,25+ months,254197.92,0,0,FL,3,Mature Years,M1 Financial Elite,Business Class,0,0,0,0,0,0,0,0,2.41,0,152.37,2.781
1,MOCKACCT000000010921,24,16-24 months,25676.97,1,0,TX,3,Mature Years,M1 Financial Elite,Business Class,0,0,2,0,0,0,0,0,2.41,0,238.15,2.52926
1,MOCKACCT000000010922,24,16-24 months,25676.97,1,0,TX,3,Mature Years,M1 Financial Elite,Business Class,0,0,2,0,0,0,0,0,2.41,0,238.15,2.52926
1,MOCKACCT000000010923,12,7-15 months,152743.04,2,0,FL,1,Family Life,F2 Upscale Earners,Value Seekers,0,0,0,0,0,0,0,0,2.41,0,152.37,2.5736
0,MOCKACCT000000010924,12,7-15 months,203910.12,1,0,FL,1,Younger Years,Y3 Fiscal Fledglings,Liquid Lessees,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010925,12,7-15 months,203910.12,1,0,FL,1,Younger Years,Y3 Fiscal Fledglings,Liquid Lessees,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010926,12,7-15 months,28704.86,1,0,TX,4,Family Life,F3 Mass Middle Class,New Tech Traders,1,400.78,0,0,0,1,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010927,12,7-15 months,10182.87,0,0,TX,0,Mature Years,M2 Wealthy Achievers,"Ready, Set, Retire!",0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010928,12,7-15 months,515793.49,1,0,TX,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010929,12,7-15 months,75248.52,1,0,TX,2,Mature Years,M3 Upscale Empty Nests,Equity Earners,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010930,12,7-15 months,183291.64,0,0,FL,3,Mature Years,M4 Midscale Matures,Generation Save,2,229057.69,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010931,12,7-15 months,15274.3,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Home Sweet Equity,0,0,0,0,0,1,1,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010932,12,7-15 months,183291.64,0,0,FL,3,Mature Years,M4 Midscale Matures,Generation Save,2,229057.69,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010933,12,7-15 months,28704.86,1,0,TX,4,Family Life,F3 Mass Middle Class,New Tech Traders,1,400.78,0,0,0,1,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010934,12,7-15 months,229012.73,0,0,FL,11,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,1465.26,1,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010935,12,7-15 months,15274.3,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Home Sweet Equity,0,0,0,0,0,1,1,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010936,12,7-15 months,42051.88,0,0,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,0,0,1,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010937,12,7-15 months,10182.87,0,0,TX,0,Mature Years,M2 Wealthy Achievers,"Ready, Set, Retire!",0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010938,12,7-15 months,42051.88,0,0,TX,2,Mature Years,M1 Financial Elite,The Wealth Market,0,0,1,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010939,12,7-15 months,52480.81,0,0,TX,0,Mature Years,M4 Midscale Matures,Annuity Street,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010940,12,7-15 months,75248.52,1,0,TX,2,Mature Years,M3 Upscale Empty Nests,Equity Earners,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010941,12,7-15 months,515793.49,1,0,TX,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010942,12,7-15 months,229012.73,0,0,FL,11,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,1465.26,1,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010943,12,7-15 months,52480.81,0,0,TX,0,Mature Years,M4 Midscale Matures,Annuity Street,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010944,12,7-15 months,101828.69,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Savvy Savers,1,102374.33,2,0,0,1,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010945,12,7-15 months,206306.34,1,0,TX,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,1,0,0,1,0,1,2.41,0,6487.24,2.57806
0,MOCKACCT000000010946,12,7-15 months,218931.69,0,0,FL,5,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,5382.92,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010947,12,7-15 months,213862.51,1,0,TX,1,Mature Years,M5 Retirement Blues,Unwired Retired,0,0,3,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010948,12,7-15 months,213862.51,1,0,TX,1,Mature Years,M5 Retirement Blues,Unwired Retired,0,0,3,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010949,12,7-15 months,15481.17,1,0,FL,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,2,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010950,12,7-15 months,203657.38,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,38044.61,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010951,12,7-15 months,20794.79,2,0,FL,8,Unassigned,Unassigned,Unassigned,1,97135.62,1,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010952,12,7-15 months,63328,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010953,12,7-15 months,203657.38,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,38044.61,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010954,12,7-15 months,20794.79,2,0,FL,8,Unassigned,Unassigned,Unassigned,1,97135.62,1,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010955,12,7-15 months,101828.69,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Savvy Savers,1,102374.33,2,0,0,1,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010956,12,7-15 months,15481.17,1,0,FL,2,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,2,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010957,1,<= 6 months,1025,0,0,FL,2,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,1,892.13,0,0,0,1,1,0,2.41,0,6945.78,0.1905
0,MOCKACCT000000010958,12,7-15 months,101828.69,1,0,TX,2,Mature Years,M2 Wealthy Achievers,Savvy Savers,0,0,0,0,0,0,0,1,2.41,0,6487.24,2.57806
0,MOCKACCT000000010959,12,7-15 months,101828.69,1,0,TX,2,Mature Years,M2 Wealthy Achievers,Savvy Savers,0,0,0,0,0,0,0,1,2.41,0,6487.24,2.57806
0,MOCKACCT000000010960,12,7-15 months,101828.69,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Savvy Savers,1,102374.33,2,0,0,1,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010961,12,7-15 months,206306.34,1,0,TX,1,Mature Years,M1 Financial Elite,The Wealth Market,0,0,1,0,0,1,0,1,2.41,0,6487.24,2.57806
0,MOCKACCT000000010962,12,7-15 months,63328,0,0,FL,0,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010963,1,<= 6 months,1025,0,0,FL,2,Younger Years,Y1 Upwardly Mobile,McMansions & Merriment,1,892.13,0,0,0,1,1,0,2.41,0,6945.78,0.1905
0,MOCKACCT000000010964,12,7-15 months,101828.69,0,0,TX,1,Mature Years,M2 Wealthy Achievers,Savvy Savers,1,102374.33,2,0,0,1,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010965,12,7-15 months,218931.69,0,0,FL,5,Mature Years,M3 Upscale Empty Nests,Booming Nests,1,5382.92,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010966,12,7-15 months,206419.82,1,0,FL,1,Mature Years,M2 Wealthy Achievers,Savvy Savers,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010967,12,7-15 months,206419.82,1,0,FL,1,Mature Years,M2 Wealthy Achievers,Savvy Savers,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010968,12,7-15 months,122194.43,0,0,TX,1,Mature Years,M4 Midscale Matures,Generation Save,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010969,12,7-15 months,101828.69,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010970,12,7-15 months,26328.23,0,0,FL,6,Mature Years,M4 Midscale Matures,Annuity Street,1,51211.88,1,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010971,12,7-15 months,26328.23,0,0,FL,6,Mature Years,M4 Midscale Matures,Annuity Street,1,51211.88,1,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010972,12,7-15 months,82522.94,1,0,TX,2,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,2,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010973,12,7-15 months,25457.17,0,0,TX,1,Mature Years,M4 Midscale Matures,Generation Save,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010974,12,7-15 months,137152.81,1,0,TX,3,Mature Years,M5 Retirement Blues,Penny Pinchers,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010975,12,7-15 months,82522.94,1,0,TX,2,Mature Years,M3 Upscale Empty Nests,Comfortably Retired,0,0,2,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010976,12,7-15 months,122194.43,0,0,TX,1,Mature Years,M4 Midscale Matures,Generation Save,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010977,12,7-15 months,137152.81,1,0,TX,3,Mature Years,M5 Retirement Blues,Penny Pinchers,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010978,12,7-15 months,119916.86,1,0,TX,3,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,4,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010979,12,7-15 months,101828.69,0,0,TX,0,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010980,12,7-15 months,119916.86,1,0,TX,3,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,4,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010981,12,7-15 months,25457.17,0,0,TX,1,Mature Years,M4 Midscale Matures,Generation Save,0,0,0,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010982,12,7-15 months,15274.3,0,0,TX,2,Mature Years,M1 Financial Elite,Golden Agers,0,0,2,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010983,12,7-15 months,15274.3,0,0,TX,2,Mature Years,M1 Financial Elite,Golden Agers,0,0,2,0,0,0,0,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010984,12,7-15 months,25457.17,0,0,FL,12,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010985,12,7-15 months,175000,0,0,TX,1,Mature Years,M5 Retirement Blues,Superstore Shoppers,1,888.25,1,0,0,1,1,0,2.41,0,6487.24,2.57806
0,MOCKACCT000000010986,12,7-15 months,25457.17,0,0,FL,12,Mature Years,M3 Upscale Empty Nests,Booming Nests,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5738
0,MOCKACCT000000010987,24,16-24 months,102898.64,0,0,FL,1,Mature Years,M1 Financial Elite,Golden Agers,0,0,0,0,0,0,0,0,2.41,0,6945.78,2.5292
0,MOCKACCT000000010988,12,7-15 months,175000,0,0,TX,1,Mature Years,M5 Retirement Blues,Superstore Shoppers,1,888.25,1,0,0,1,1,0,2.41,0,6487.24,2.57806
